product,date,market,description,source_url,price,quantity,unit,origin,quality,product_clean,market_clean,unit_price,month,year,season,product_category,price_category
Agneau,2026-01-11,MIN de Strasbourg,Agneau Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?AGNEAU,26.01,9,kg,Espagne,Cat. II,Agneau,MIN de Strasbourg,26.01,1,2026,Hiver,Viande,>20€
Fraise,2025-12-12,MIN de Bordeaux,Fraise Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,4.25,6,pièce,Pays-Bas,Bio,Fraise,MIN de Bordeaux,4.25,12,2025,Hiver,Fruits,2-5€
Fromage,2025-12-29,MIN de Toulouse,Fromage Bio - Maroc,https://rnm.franceagrimer.fr/prix?FROMAGE,10.48,6,pièce,Maroc,Bio,Fromage,MIN de Toulouse,10.48,12,2025,Hiver,Produits laitiers,10-20€
Courgette,2025-11-10,MIN de Perpignan,Courgette Bio - France,https://rnm.franceagrimer.fr/prix?COURGETTE,4.05,5,pièce,France,Bio,Courgette,MIN de Perpignan,4.05,11,2025,Automne,Légumes,2-5€
Fraise,2026-01-16,MIN de Rungis,Fraise Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?FRAISE,4.78,10,kg,Espagne,Cat. II,Fraise,MIN de Rungis,4.78,1,2026,Hiver,Fruits,2-5€
Chou,2025-11-29,MIN de Strasbourg,Chou Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?CHOU,8.46,3,kg,Maroc,Cat. II,Chou,MIN de Strasbourg,8.46,11,2025,Automne,Légumes,5-10€
Œuf,2026-01-06,MIN de Marseille,Œuf Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?ŒUF,5.5,8,litre,Belgique,Cat. I,Œuf,MIN de Marseille,5.5,1,2026,Hiver,Produits laitiers,5-10€
Canard,2025-12-04,MIN de Rungis,Canard Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?CANARD,30.35,1,kg,Espagne,Cat. II,Canard,MIN de Rungis,30.35,12,2025,Hiver,Viande,>20€
Pastèque,2025-12-22,MIN de Lille,Pastèque Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.13,2,pièce,Allemagne,Cat. II,Pastèque,MIN de Lille,4.13,12,2025,Hiver,Fruits,2-5€
Veau,2025-12-13,MIN de Paris,Veau Extra - France,https://rnm.franceagrimer.fr/prix?VEAU,29.02,10,kg,France,Extra,Veau,MIN de Paris,29.02,12,2025,Hiver,Viande,>20€
Volaille,2025-11-22,MIN de Bordeaux,Volaille Bio - Maroc,https://rnm.franceagrimer.fr/prix?VOLAILLE,19.7,5,litre,Maroc,Bio,Volaille,MIN de Bordeaux,19.7,11,2025,Automne,Viande,10-20€
Veau,2025-12-26,MIN d'Avignon,Veau Extra - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,23.88,6,pièce,Maroc,Extra,Veau,MIN d'Avignon,23.88,12,2025,Hiver,Viande,>20€
Fraise,2026-01-08,MIN de Toulouse,Fraise Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?FRAISE,4.42,4,kg,Belgique,Cat. I,Fraise,MIN de Toulouse,4.42,1,2026,Hiver,Fruits,2-5€
Fromage,2026-01-24,MIN de Lille,Fromage Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?FROMAGE,10.36,3,pièce,Espagne,Cat. II,Fromage,MIN de Lille,10.36,1,2026,Hiver,Produits laitiers,10-20€
Veau,2025-12-05,MIN de Paris,Veau Cat. II - Italie,https://rnm.franceagrimer.fr/prix?VEAU,30.96,2,litre,Italie,Cat. II,Veau,MIN de Paris,30.96,12,2025,Hiver,Viande,>20€
Haricot vert,2026-01-04,MIN de Paris,Haricot vert Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.71,1,kg,Maroc,Cat. I,Haricot Vert,MIN de Paris,7.71,1,2026,Hiver,Légumes,5-10€
Cerise,2025-12-18,MIN de Paris,Cerise Bio - Belgique,https://rnm.franceagrimer.fr/prix?CERISE,8.78,5,pièce,Belgique,Bio,Cerise,MIN de Paris,8.78,12,2025,Hiver,Fruits,5-10€
Veau,2026-01-01,MIN de Strasbourg,Veau Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,19.4,5,kg,Maroc,Cat. II,Veau,MIN de Strasbourg,19.4,1,2026,Hiver,Viande,10-20€
Fromage de chèvre,2026-01-02,MIN de Toulouse,Fromage de chèvre Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,11.99,7,pièce,Portugal,Cat. II,Fromage De Chèvre,MIN de Toulouse,11.99,1,2026,Hiver,Produits laitiers,10-20€
Dinde,2026-01-30,MIN d'Avignon,Dinde Bio - Maroc,https://rnm.franceagrimer.fr/prix?DINDE,30.62,1,litre,Maroc,Bio,Dinde,MIN d'Avignon,30.62,1,2026,Hiver,Viande,>20€
Aubergine,2026-01-26,MIN de Perpignan,Aubergine Extra - Espagne,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.98,9,pièce,Espagne,Extra,Aubergine,MIN de Perpignan,2.98,1,2026,Hiver,Légumes,2-5€
Citron,2026-01-05,MIN de Perpignan,Citron Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?CITRON,7.89,6,kg,Portugal,Cat. II,Citron,MIN de Perpignan,7.89,1,2026,Hiver,Fruits,5-10€
Fromage,2026-01-21,MIN d'Avignon,Fromage Cat. I - Italie,https://rnm.franceagrimer.fr/prix?FROMAGE,10.29,10,pièce,Italie,Cat. I,Fromage,MIN d'Avignon,10.29,1,2026,Hiver,Produits laitiers,10-20€
Pomme,2025-11-11,MIN de Marseille,Pomme Cat. II - Italie,https://rnm.franceagrimer.fr/prix?POMME,10.19,4,litre,Italie,Cat. II,Pomme,MIN de Marseille,10.19,11,2025,Automne,Fruits,10-20€
Pomme de terre,2025-12-23,MIN de Strasbourg,Pomme de terre Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.43,9,kg,Portugal,Cat. II,Pomme De Terre,MIN de Strasbourg,7.43,12,2025,Hiver,Légumes,5-10€
Pomme,2025-11-20,MIN de Rungis,Pomme Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?POMME,9.61,8,pièce,Belgique,Cat. II,Pomme,MIN de Rungis,9.61,11,2025,Automne,Fruits,5-10€
Carotte,2026-01-07,MIN de Nantes,Carotte Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?CAROTTE,3.33,3,litre,Allemagne,Cat. II,Carotte,MIN de Nantes,3.33,1,2026,Hiver,Légumes,2-5€
Orange,2025-12-15,MIN de Rungis,Orange Extra - Belgique,https://rnm.franceagrimer.fr/prix?ORANGE,10.94,6,kg,Belgique,Extra,Orange,MIN de Rungis,10.94,12,2025,Hiver,Fruits,10-20€
Yaourt,2025-11-09,MIN de Lille,Yaourt Cat. I - France,https://rnm.franceagrimer.fr/prix?YAOURT,5.91,9,pièce,France,Cat. I,Yaourt,MIN de Lille,5.91,11,2025,Automne,Produits laitiers,5-10€
Volaille,2025-11-18,MIN de Paris,Volaille Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?VOLAILLE,22.63,9,kg,Pays-Bas,Cat. II,Volaille,MIN de Paris,22.63,11,2025,Automne,Viande,>20€
Fraise,2025-12-22,MIN de Lille,Fraise Bio - Italie,https://rnm.franceagrimer.fr/prix?FRAISE,4.6,4,pièce,Italie,Bio,Fraise,MIN de Lille,4.6,12,2025,Hiver,Fruits,2-5€
Bœuf,2025-12-18,MIN de Marseille,Bœuf Bio - Maroc,https://rnm.franceagrimer.fr/prix?BŒUF,29.77,10,litre,Maroc,Bio,Bœuf,MIN de Marseille,29.77,12,2025,Hiver,Viande,>20€
Crème,2026-01-21,MIN de Nice,Crème Extra - Espagne,https://rnm.franceagrimer.fr/prix?CRÈME,12.33,9,litre,Espagne,Extra,Crème,MIN de Nice,12.33,1,2026,Hiver,Produits laitiers,10-20€
Fromage de chèvre,2026-01-07,MIN de Nantes,Fromage de chèvre Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.06,5,kg,Espagne,Cat. I,Fromage De Chèvre,MIN de Nantes,14.06,1,2026,Hiver,Produits laitiers,10-20€
Ail,2025-12-23,MIN de Bordeaux,Ail Cat. II - France,https://rnm.franceagrimer.fr/prix?AIL,7.48,1,pièce,France,Cat. II,Ail,MIN de Bordeaux,7.48,12,2025,Hiver,Légumes,5-10€
Fraise,2026-01-02,MIN de Marseille,Fraise Cat. I - France,https://rnm.franceagrimer.fr/prix?FRAISE,3.19,2,pièce,France,Cat. I,Fraise,MIN de Marseille,3.19,1,2026,Hiver,Fruits,2-5€
Porc,2025-12-20,MIN de Lille,Porc Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?PORC,27.84,10,pièce,Portugal,Cat. I,Porc,MIN de Lille,27.84,12,2025,Hiver,Viande,>20€
Citron,2025-12-11,MIN de Strasbourg,Citron Extra - Portugal,https://rnm.franceagrimer.fr/prix?CITRON,8.87,5,kg,Portugal,Extra,Citron,MIN de Strasbourg,8.87,12,2025,Hiver,Fruits,5-10€
Yaourt,2025-12-02,MIN de Bordeaux,Yaourt Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?YAOURT,5.8,10,pièce,Belgique,Cat. I,Yaourt,MIN de Bordeaux,5.8,12,2025,Hiver,Produits laitiers,5-10€
Fraise,2026-01-01,MIN de Strasbourg,Fraise Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,3.26,5,kg,Pays-Bas,Cat. I,Fraise,MIN de Strasbourg,3.26,1,2026,Hiver,Fruits,2-5€
Dinde,2026-01-09,MIN de Lille,Dinde Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?DINDE,31.19,8,pièce,Allemagne,Cat. I,Dinde,MIN de Lille,31.19,1,2026,Hiver,Viande,>20€
Cerise,2025-12-03,MIN de Marseille,Cerise Extra - Espagne,https://rnm.franceagrimer.fr/prix?CERISE,9.61,1,pièce,Espagne,Extra,Cerise,MIN de Marseille,9.61,12,2025,Hiver,Fruits,5-10€
Oignon,2025-11-08,MIN de Lille,Oignon Extra - Maroc,https://rnm.franceagrimer.fr/prix?OIGNON,3.51,3,kg,Maroc,Extra,Oignon,MIN de Lille,3.51,11,2025,Automne,Légumes,2-5€
Chou,2025-12-04,MIN de Marseille,Chou Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?CHOU,8.39,7,pièce,Allemagne,Cat. II,Chou,MIN de Marseille,8.39,12,2025,Hiver,Légumes,5-10€
Fromage,2026-01-21,MIN de Bordeaux,Fromage Cat. I - France,https://rnm.franceagrimer.fr/prix?FROMAGE,9.68,10,kg,France,Cat. I,Fromage,MIN de Bordeaux,9.68,1,2026,Hiver,Produits laitiers,5-10€
Fraise,2025-11-06,MIN de Lille,Fraise Extra - France,https://rnm.franceagrimer.fr/prix?FRAISE,3.65,9,pièce,France,Extra,Fraise,MIN de Lille,3.65,11,2025,Automne,Fruits,2-5€
Fraise,2025-11-18,MIN d'Avignon,Fraise Extra - France,https://rnm.franceagrimer.fr/prix?FRAISE,3.63,3,litre,France,Extra,Fraise,MIN d'Avignon,3.63,11,2025,Automne,Fruits,2-5€
Fromage,2025-11-06,MIN de Marseille,Fromage Bio - Portugal,https://rnm.franceagrimer.fr/prix?FROMAGE,10.25,4,pièce,Portugal,Bio,Fromage,MIN de Marseille,10.25,11,2025,Automne,Produits laitiers,10-20€
Courgette,2026-01-31,MIN de Toulouse,Courgette Bio - France,https://rnm.franceagrimer.fr/prix?COURGETTE,4.54,5,litre,France,Bio,Courgette,MIN de Toulouse,4.54,1,2026,Hiver,Légumes,2-5€
Pomme de terre,2025-11-21,MIN de Toulouse,Pomme de terre Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.55,3,litre,Maroc,Cat. II,Pomme De Terre,MIN de Toulouse,6.55,11,2025,Automne,Légumes,5-10€
Tomate,2025-12-22,MIN de Perpignan,Tomate Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?TOMATE,3.56,9,kg,Portugal,Cat. I,Tomate,MIN de Perpignan,3.56,12,2025,Hiver,Légumes,2-5€
Pastèque,2025-11-04,MIN de Perpignan,Pastèque Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.46,1,litre,Pays-Bas,Cat. I,Pastèque,MIN de Perpignan,3.46,11,2025,Automne,Fruits,2-5€
Agneau,2025-12-05,MIN de Strasbourg,Agneau Bio - Italie,https://rnm.franceagrimer.fr/prix?AGNEAU,32.74,1,pièce,Italie,Bio,Agneau,MIN de Strasbourg,32.74,12,2025,Hiver,Viande,>20€
Veau,2026-01-29,MIN de Strasbourg,Veau Cat. II - Italie,https://rnm.franceagrimer.fr/prix?VEAU,32.88,10,litre,Italie,Cat. II,Veau,MIN de Strasbourg,32.88,1,2026,Hiver,Viande,>20€
Dinde,2025-12-21,MIN de Nice,Dinde Bio - Maroc,https://rnm.franceagrimer.fr/prix?DINDE,30.06,9,pièce,Maroc,Bio,Dinde,MIN de Nice,30.06,12,2025,Hiver,Viande,>20€
Melon,2025-12-02,MIN de Nice,Melon Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?MELON,6.23,9,litre,Allemagne,Cat. II,Melon,MIN de Nice,6.23,12,2025,Hiver,Fruits,5-10€
Canard,2026-01-09,MIN de Nantes,Canard Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?CANARD,33.88,10,litre,Maroc,Cat. II,Canard,MIN de Nantes,33.88,1,2026,Hiver,Viande,>20€
Banane,2026-01-12,MIN de Strasbourg,Banane Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?BANANE,17.76,1,kg,Pays-Bas,Bio,Banane,MIN de Strasbourg,17.76,1,2026,Hiver,Fruits,10-20€
Lapin,2025-11-17,MIN d'Avignon,Lapin Bio - Allemagne,https://rnm.franceagrimer.fr/prix?LAPIN,25.96,3,kg,Allemagne,Bio,Lapin,MIN d'Avignon,25.96,11,2025,Automne,Viande,>20€
Pastèque,2025-12-20,MIN de Paris,Pastèque Extra - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.99,7,litre,Allemagne,Extra,Pastèque,MIN de Paris,3.99,12,2025,Hiver,Fruits,2-5€
Veau,2025-11-12,MIN de Marseille,Veau Extra - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,20.8,1,kg,Maroc,Extra,Veau,MIN de Marseille,20.8,11,2025,Automne,Viande,>20€
Agneau,2025-12-15,MIN de Rungis,Agneau Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?AGNEAU,30.65,1,pièce,Belgique,Cat. I,Agneau,MIN de Rungis,30.65,12,2025,Hiver,Viande,>20€
Cheval,2025-11-08,MIN de Bordeaux,Cheval Cat. II - France,https://rnm.franceagrimer.fr/prix?CHEVAL,20.72,2,kg,France,Cat. II,Cheval,MIN de Bordeaux,20.72,11,2025,Automne,Viande,>20€
Veau,2025-11-18,MIN d'Avignon,Veau Bio - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,30.22,3,kg,Belgique,Bio,Veau,MIN d'Avignon,30.22,11,2025,Automne,Viande,>20€
Carotte,2025-12-19,MIN de Paris,Carotte Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?CAROTTE,3.51,4,kg,Belgique,Cat. II,Carotte,MIN de Paris,3.51,12,2025,Hiver,Légumes,2-5€
Porc,2025-12-13,MIN de Lyon,Porc Bio - Portugal,https://rnm.franceagrimer.fr/prix?PORC,26.87,10,pièce,Portugal,Bio,Porc,MIN de Lyon,26.87,12,2025,Hiver,Viande,>20€
Pomme de terre,2025-11-16,MIN de Lyon,Pomme de terre Cat. I - France,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,5.67,7,litre,France,Cat. I,Pomme De Terre,MIN de Lyon,5.67,11,2025,Automne,Légumes,5-10€
Veau,2025-11-12,MIN de Nantes,Veau Extra - Italie,https://rnm.franceagrimer.fr/prix?VEAU,30.12,10,pièce,Italie,Extra,Veau,MIN de Nantes,30.12,11,2025,Automne,Viande,>20€
Pêche,2025-12-30,MIN de Rungis,Pêche Bio - Espagne,https://rnm.franceagrimer.fr/prix?PÊCHE,12.01,6,pièce,Espagne,Bio,Pêche,MIN de Rungis,12.01,12,2025,Hiver,Fruits,10-20€
Raisin,2025-12-21,MIN de Toulouse,Raisin Cat. I - France,https://rnm.franceagrimer.fr/prix?RAISIN,13.72,8,kg,France,Cat. I,Raisin,MIN de Toulouse,13.72,12,2025,Hiver,Fruits,10-20€
Orange,2025-12-16,MIN de Nantes,Orange Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?ORANGE,10.91,4,litre,Belgique,Cat. II,Orange,MIN de Nantes,10.91,12,2025,Hiver,Fruits,10-20€
Œuf,2025-11-20,MIN de Nantes,Œuf Bio - Belgique,https://rnm.franceagrimer.fr/prix?ŒUF,5.78,2,pièce,Belgique,Bio,Œuf,MIN de Nantes,5.78,11,2025,Automne,Produits laitiers,5-10€
Crème,2025-11-19,MIN de Nantes,Crème Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?CRÈME,12.54,3,litre,Belgique,Cat. I,Crème,MIN de Nantes,12.54,11,2025,Automne,Produits laitiers,10-20€
Veau,2026-01-07,MIN d'Avignon,Veau Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,18.68,1,litre,Belgique,Cat. II,Veau,MIN d'Avignon,18.68,1,2026,Hiver,Viande,10-20€
Orange,2025-12-11,MIN de Toulouse,Orange Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?ORANGE,13.54,7,litre,Pays-Bas,Cat. I,Orange,MIN de Toulouse,13.54,12,2025,Hiver,Fruits,10-20€
Pomme de terre,2025-12-23,MIN de Lyon,Pomme de terre Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.11,2,pièce,Pays-Bas,Cat. II,Pomme De Terre,MIN de Lyon,6.11,12,2025,Hiver,Légumes,5-10€
Kiwi,2026-01-04,MIN de Rungis,Kiwi Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?KIWI,4.95,4,kg,Espagne,Cat. II,Kiwi,MIN de Rungis,4.95,1,2026,Hiver,Fruits,2-5€
Veau,2026-01-25,MIN de Nantes,Veau Bio - Italie,https://rnm.franceagrimer.fr/prix?VEAU,19.65,8,pièce,Italie,Bio,Veau,MIN de Nantes,19.65,1,2026,Hiver,Viande,10-20€
Citron,2025-12-30,MIN de Perpignan,Citron Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?CITRON,8.53,6,pièce,Pays-Bas,Extra,Citron,MIN de Perpignan,8.53,12,2025,Hiver,Fruits,5-10€
Bœuf,2026-01-24,MIN de Bordeaux,Bœuf Bio - Maroc,https://rnm.franceagrimer.fr/prix?BŒUF,25.25,2,kg,Maroc,Bio,Bœuf,MIN de Bordeaux,25.25,1,2026,Hiver,Viande,>20€
Lait,2025-12-17,MIN de Nice,Lait Bio - Portugal,https://rnm.franceagrimer.fr/prix?LAIT,8.97,5,kg,Portugal,Bio,Lait,MIN de Nice,8.97,12,2025,Hiver,Produits laitiers,5-10€
Citron,2025-12-31,MIN de Rungis,Citron Cat. I - France,https://rnm.franceagrimer.fr/prix?CITRON,8.71,6,kg,France,Cat. I,Citron,MIN de Rungis,8.71,12,2025,Hiver,Fruits,5-10€
Fromage de chèvre,2026-01-04,MIN de Nice,Fromage de chèvre Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.34,5,pièce,Portugal,Cat. II,Fromage De Chèvre,MIN de Nice,14.34,1,2026,Hiver,Produits laitiers,10-20€
Veau,2025-12-10,MIN de Rungis,Veau Bio - Espagne,https://rnm.franceagrimer.fr/prix?VEAU,26.52,7,kg,Espagne,Bio,Veau,MIN de Rungis,26.52,12,2025,Hiver,Viande,>20€
Kiwi,2026-01-11,MIN d'Avignon,Kiwi Bio - Portugal,https://rnm.franceagrimer.fr/prix?KIWI,3.87,6,kg,Portugal,Bio,Kiwi,MIN d'Avignon,3.87,1,2026,Hiver,Fruits,2-5€
Veau,2025-11-15,MIN de Nice,Veau Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?VEAU,34.56,3,pièce,Portugal,Cat. I,Veau,MIN de Nice,34.56,11,2025,Automne,Viande,>20€
Melon,2025-12-12,MIN de Paris,Melon Extra - Italie,https://rnm.franceagrimer.fr/prix?MELON,8.23,2,kg,Italie,Extra,Melon,MIN de Paris,8.23,12,2025,Hiver,Fruits,5-10€
Pêche,2026-01-09,MIN de Strasbourg,Pêche Bio - Italie,https://rnm.franceagrimer.fr/prix?PÊCHE,8.81,9,kg,Italie,Bio,Pêche,MIN de Strasbourg,8.81,1,2026,Hiver,Fruits,5-10€
Melon,2025-12-23,MIN de Perpignan,Melon Bio - Portugal,https://rnm.franceagrimer.fr/prix?MELON,6.84,3,kg,Portugal,Bio,Melon,MIN de Perpignan,6.84,12,2025,Hiver,Fruits,5-10€
Crème,2025-12-21,MIN de Nice,Crème Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?CRÈME,12.16,5,pièce,Espagne,Cat. II,Crème,MIN de Nice,12.16,12,2025,Hiver,Produits laitiers,10-20€
Orange,2025-12-13,MIN de Lyon,Orange Cat. I - Italie,https://rnm.franceagrimer.fr/prix?ORANGE,9.79,3,kg,Italie,Cat. I,Orange,MIN de Lyon,9.79,12,2025,Hiver,Fruits,5-10€
Bœuf,2026-01-11,MIN de Lyon,Bœuf Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?BŒUF,28.94,2,kg,Pays-Bas,Bio,Bœuf,MIN de Lyon,28.94,1,2026,Hiver,Viande,>20€
Porc,2025-12-21,MIN de Nantes,Porc Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?PORC,28.94,9,kg,Espagne,Cat. I,Porc,MIN de Nantes,28.94,12,2025,Hiver,Viande,>20€
Banane,2026-01-28,MIN de Lyon,Banane Extra - Italie,https://rnm.franceagrimer.fr/prix?BANANE,14.61,5,pièce,Italie,Extra,Banane,MIN de Lyon,14.61,1,2026,Hiver,Fruits,10-20€
Poulet,2026-01-16,MIN de Lille,Poulet Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?POULET,13.99,1,kg,Espagne,Cat. I,Poulet,MIN de Lille,13.99,1,2026,Hiver,Viande,10-20€
Veau,2026-01-26,MIN de Nantes,Veau Extra - Italie,https://rnm.franceagrimer.fr/prix?VEAU,28.82,1,litre,Italie,Extra,Veau,MIN de Nantes,28.82,1,2026,Hiver,Viande,>20€
Bœuf,2025-11-12,MIN de Bordeaux,Bœuf Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?BŒUF,25.7,1,pièce,Maroc,Cat. II,Bœuf,MIN de Bordeaux,25.7,11,2025,Automne,Viande,>20€
Ail,2025-12-31,MIN de Marseille,Ail Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?AIL,5.71,10,kg,Pays-Bas,Extra,Ail,MIN de Marseille,5.71,12,2025,Hiver,Légumes,5-10€
Canard,2025-12-13,MIN de Strasbourg,Canard Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?CANARD,27.23,6,pièce,Maroc,Cat. I,Canard,MIN de Strasbourg,27.23,12,2025,Hiver,Viande,>20€
Volaille,2025-11-13,MIN de Bordeaux,Volaille Cat. II - France,https://rnm.franceagrimer.fr/prix?VOLAILLE,21.95,5,kg,France,Cat. II,Volaille,MIN de Bordeaux,21.95,11,2025,Automne,Viande,>20€
Kiwi,2025-12-16,MIN de Paris,Kiwi Bio - Belgique,https://rnm.franceagrimer.fr/prix?KIWI,5.04,5,pièce,Belgique,Bio,Kiwi,MIN de Paris,5.04,12,2025,Hiver,Fruits,5-10€
Ail,2025-12-08,MIN de Marseille,Ail Cat. II - France,https://rnm.franceagrimer.fr/prix?AIL,6.45,10,pièce,France,Cat. II,Ail,MIN de Marseille,6.45,12,2025,Hiver,Légumes,5-10€
Pastèque,2026-01-02,MIN de Rungis,Pastèque Bio - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.53,8,kg,Allemagne,Bio,Pastèque,MIN de Rungis,3.53,1,2026,Hiver,Fruits,2-5€
Porc,2026-02-01,MIN d'Avignon,Porc Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?PORC,28.06,9,kg,Espagne,Cat. II,Porc,MIN d'Avignon,28.06,2,2026,Hiver,Viande,>20€
Orange,2025-11-12,MIN de Nice,Orange Extra - Maroc,https://rnm.franceagrimer.fr/prix?ORANGE,8.27,10,kg,Maroc,Extra,Orange,MIN de Nice,8.27,11,2025,Automne,Fruits,5-10€
Œuf,2026-01-02,MIN de Lyon,Œuf Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?ŒUF,5.58,9,kg,Portugal,Cat. I,Œuf,MIN de Lyon,5.58,1,2026,Hiver,Produits laitiers,5-10€
Bœuf,2026-01-02,MIN de Lille,Bœuf Cat. I - Italie,https://rnm.franceagrimer.fr/prix?BŒUF,29.71,9,pièce,Italie,Cat. I,Bœuf,MIN de Lille,29.71,1,2026,Hiver,Viande,>20€
Pêche,2026-01-04,MIN de Paris,Pêche Cat. I - France,https://rnm.franceagrimer.fr/prix?PÊCHE,11.61,8,litre,France,Cat. I,Pêche,MIN de Paris,11.61,1,2026,Hiver,Fruits,10-20€
Poulet,2025-12-18,MIN de Marseille,Poulet Bio - France,https://rnm.franceagrimer.fr/prix?POULET,16.8,4,kg,France,Bio,Poulet,MIN de Marseille,16.8,12,2025,Hiver,Viande,10-20€
Haricot vert,2026-01-25,MIN de Toulouse,Haricot vert Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?HARICOT-VERT,7.75,3,kg,Maroc,Cat. I,Haricot Vert,MIN de Toulouse,7.75,1,2026,Hiver,Légumes,5-10€
Poivron,2026-02-01,MIN de Nice,Poivron Cat. I - Italie,https://rnm.franceagrimer.fr/prix?POIVRON,3.05,1,litre,Italie,Cat. I,Poivron,MIN de Nice,3.05,2,2026,Hiver,Légumes,2-5€
Ail,2025-12-29,MIN de Lille,Ail Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?AIL,6.85,4,pièce,Pays-Bas,Extra,Ail,MIN de Lille,6.85,12,2025,Hiver,Légumes,5-10€
Pomme de terre,2026-01-29,MIN de Lyon,Pomme de terre Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.46,1,litre,Belgique,Cat. II,Pomme De Terre,MIN de Lyon,7.46,1,2026,Hiver,Légumes,5-10€
Volaille,2026-01-18,MIN de Toulouse,Volaille Extra - France,https://rnm.franceagrimer.fr/prix?VOLAILLE,19.99,1,pièce,France,Extra,Volaille,MIN de Toulouse,19.99,1,2026,Hiver,Viande,10-20€
Fromage de chèvre,2025-11-24,MIN de Toulouse,Fromage de chèvre Extra - Espagne,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.35,8,kg,Espagne,Extra,Fromage De Chèvre,MIN de Toulouse,14.35,11,2025,Automne,Produits laitiers,10-20€
Pomme,2025-12-23,MIN de Nantes,Pomme Cat. I - France,https://rnm.franceagrimer.fr/prix?POMME,13.96,3,kg,France,Cat. I,Pomme,MIN de Nantes,13.96,12,2025,Hiver,Fruits,10-20€
Lapin,2025-12-26,MIN de Strasbourg,Lapin Bio - Espagne,https://rnm.franceagrimer.fr/prix?LAPIN,24.8,6,kg,Espagne,Bio,Lapin,MIN de Strasbourg,24.8,12,2025,Hiver,Viande,>20€
